competencia_cnes,regiao_aps,uf_sigla,estado_nome,municipio_nome_aps,ibge_municipio,aps_populacao,qt_esf,qt_eap_20hs,qt_eap_30hs,qt_ecr,qt_cadastro_ecr,qt_eapp_20hs,qt_cadastro_eapp_20hs,qt_eapp_30hs,qt_cadastro_eapp_30hs,qt_esfr,qt_cadastro_esfr,qt_cadastros_ecr_eapp,aps_capacidade_equipe,cobertura_aps_pct,municipio_key
01/2021,NORDESTE,PE,PERNAMBUCO,TORITAMA,261540,46164.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,68.23,toritama
01/2021,NORDESTE,PE,PERNAMBUCO,TRACUNHAÉM,261550,13813.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19250.0,139.36,tracunhaem
01/2021,NORDESTE,PE,PERNAMBUCO,TRINDADE,261560,30816.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,113.57,trindade
01/2021,NORDESTE,PE,PERNAMBUCO,TRIUNFO,261570,15243.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,137.76,triunfo
01/2021,NORDESTE,PE,PERNAMBUCO,TUPANATINGA,261580,27551.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,88.92,tupanatinga
01/2021,NORDESTE,PE,PERNAMBUCO,TUPARETAMA,261590,8256.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,127.18,tuparetama
01/2021,NORDESTE,PE,PERNAMBUCO,VENTUROSA,261600,18661.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,150.04,venturosa
01/2021,NORDESTE,PE,PERNAMBUCO,VERDEJANTE,261610,9553.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,146.55,verdejante
01/2021,NORDESTE,PE,PERNAMBUCO,VERTENTE DO LÉRIO,261618,7571.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,184.91,vertente_do_lerio
01/2021,NORDESTE,PE,PERNAMBUCO,VERTENTES,261620,20954.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,100.21,vertentes
01/2021,NORDESTE,PE,PERNAMBUCO,VICÊNCIA,261630,32772.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,128.15,vicencia
01/2021,NORDESTE,PE,PERNAMBUCO,VITÓRIA DE SANTO ANTÃO,261640,139583.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129500.0,92.77,vitoria_de_santo_antao
01/2021,NORDESTE,PE,PERNAMBUCO,XEXÉU,261650,14757.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,166.02,xexeu
01/2021,NORDESTE,PI,PIAUI,ACAUÃ,220005,7102.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,147.84,acaua
01/2021,NORDESTE,PI,PIAUI,AGRICOLÂNDIA,220010,5131.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,204.63,agricolandia
01/2021,NORDESTE,PI,PIAUI,ÁGUA BRANCA,220020,17470.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,140.24,agua_branca
01/2021,NORDESTE,PI,PIAUI,ALAGOINHA DO PIAUÍ,220025,7665.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,182.64,alagoinha_do_piaui
01/2021,NORDESTE,PI,PIAUI,ALEGRETE DO PIAUÍ,220027,4918.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,213.5,alegrete_do_piaui
01/2021,NORDESTE,PI,PIAUI,ALTO LONGÁ,220030,14339.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,170.86,alto_longa
01/2021,NORDESTE,PI,PIAUI,ALTOS,220040,40605.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73500.0,181.01,altos
01/2021,NORDESTE,PI,PIAUI,ALVORADA DO GURGUÉIA,220045,5445.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,192.83,alvorada_do_gurgueia
01/2021,NORDESTE,PI,PIAUI,AMARANTE,220050,17604.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,178.93,amarante
01/2021,NORDESTE,PI,PIAUI,ANGICAL DO PIAUÍ,220060,6783.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,154.79,angical_do_piaui
01/2021,NORDESTE,PI,PIAUI,ANÍSIO DE ABREU,220070,9938.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,176.09,anisio_de_abreu
01/2021,NORDESTE,PI,PIAUI,ANTÔNIO ALMEIDA,220080,3170.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,220.82,antonio_almeida
01/2021,NORDESTE,PI,PIAUI,AROAZES,220090,5827.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,180.19,aroazes
01/2021,NORDESTE,PI,PIAUI,AROEIRAS DO ITAIM,220095,2551.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,137.2,aroeiras_do_itaim
01/2021,NORDESTE,PI,PIAUI,ARRAIAL,220100,4720.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,148.3,arraial
01/2021,NORDESTE,PI,PIAUI,ASSUNÇÃO DO PIAUÍ,220105,7863.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,178.04,assuncao_do_piaui
01/2021,NORDESTE,PI,PIAUI,AVELINO LOPES,220110,11326.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,185.41,avelino_lopes
01/2021,NORDESTE,PI,PIAUI,BAIXA GRANDE DO RIBEIRO,220115,11671.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,149.94,baixa_grande_do_ribeiro
01/2021,NORDESTE,PI,PIAUI,BARRA D'ALCÂNTARA,220117,3952.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,177.12,barra_d_alcantara
01/2021,NORDESTE,PI,PIAUI,BARRAS,220120,47185.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73500.0,155.76,barras
01/2021,NORDESTE,PI,PIAUI,BARREIRAS DO PIAUÍ,220130,3352.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,208.83,barreiras_do_piaui
01/2021,NORDESTE,PI,PIAUI,BARRO DURO,220140,7027.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,149.42,barro_duro
01/2021,NORDESTE,PI,PIAUI,BATALHA,220150,26905.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45500.0,169.11,batalha
01/2021,NORDESTE,PI,PIAUI,BELA VISTA DO PIAUÍ,220155,4030.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,173.69,bela_vista_do_piaui
01/2021,NORDESTE,PI,PIAUI,BELÉM DO PIAUÍ,220157,3587.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,195.14,belem_do_piaui
01/2021,NORDESTE,PI,PIAUI,BENEDITINOS,220160,10473.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,167.09,beneditinos
01/2021,NORDESTE,PI,PIAUI,BERTOLÍNIA,220170,5507.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,190.66,bertolinia
01/2021,NORDESTE,PI,PIAUI,BETÂNIA DO PIAUÍ,220173,6210.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,169.08,betania_do_piaui
01/2021,NORDESTE,PI,PIAUI,BOA HORA,220177,6815.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,154.07,boa_hora
01/2021,NORDESTE,PI,PIAUI,BOCAINA,220180,4505.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,155.38,bocaina
01/2021,NORDESTE,PI,PIAUI,BOM JESUS,220190,25387.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,165.43,bom_jesus
01/2021,NORDESTE,PI,PIAUI,BOM PRINCÍPIO DO PIAUÍ,220191,5651.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,185.8,bom_principio_do_piaui
01/2021,NORDESTE,PI,PIAUI,BONFIM DO PIAUÍ,220192,5685.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,184.69,bonfim_do_piaui
01/2021,NORDESTE,PI,PIAUI,BOQUEIRÃO DO PIAUÍ,220194,6426.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,163.39,boqueirao_do_piaui
01/2021,NORDESTE,PI,PIAUI,BRASILEIRA,220196,8347.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,167.72,brasileira
01/2021,NORDESTE,PI,PIAUI,BREJO DO PIAUÍ,220198,3848.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,181.91,brejo_do_piaui
01/2021,NORDESTE,PI,PIAUI,BURITI DOS LOPES,220200,19807.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,159.03,buriti_dos_lopes
01/2021,NORDESTE,PI,PIAUI,BURITI DOS MONTES,220202,8264.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,169.4,buriti_dos_montes
01/2021,NORDESTE,PI,PIAUI,CABECEIRAS DO PIAUÍ,220205,10630.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,164.62,cabeceiras_do_piaui
01/2021,NORDESTE,PI,PIAUI,CAJAZEIRAS DO PIAUÍ,220207,3573.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,195.91,cajazeiras_do_piaui
01/2021,NORDESTE,PI,PIAUI,CAJUEIRO DA PRAIA,220208,7674.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,182.43,cajueiro_da_praia
01/2021,NORDESTE,PI,PIAUI,CALDEIRÃO GRANDE DO PIAUÍ,220209,5781.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,181.62,caldeirao_grande_do_piaui
01/2021,NORDESTE,PI,PIAUI,CAMPINAS DO PIAUÍ,220210,5620.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,186.83,campinas_do_piaui
01/2021,NORDESTE,PI,PIAUI,CAMPO ALEGRE DO FIDALGO,220211,5069.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,138.09,campo_alegre_do_fidalgo
01/2021,NORDESTE,PI,PIAUI,CAMPO GRANDE DO PIAUÍ,220213,5965.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,176.02,campo_grande_do_piaui
01/2021,NORDESTE,PI,PIAUI,CAMPO LARGO DO PIAUÍ,220217,7311.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,191.49,campo_largo_do_piaui
01/2021,NORDESTE,PI,PIAUI,CAMPO MAIOR,220220,46893.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73500.0,156.73,campo_maior
01/2021,NORDESTE,PI,PIAUI,CANAVIEIRA,220225,3944.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,177.48,canavieira
01/2021,NORDESTE,PI,PIAUI,CANTO DO BURITI,220230,21258.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,164.64,canto_do_buriti
01/2021,NORDESTE,PI,PIAUI,CAPITÃO DE CAMPOS,220240,11445.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,183.48,capitao_de_campos
01/2021,NORDESTE,PI,PIAUI,CAPITÃO GERVÁSIO OLIVEIRA,220245,4114.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,170.15,capitao_gervasio_oliveira
01/2021,NORDESTE,PI,PIAUI,CARACOL,220250,10964.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,159.61,caracol
01/2021,NORDESTE,PI,PIAUI,CARAÚBAS DO PIAUÍ,220253,5890.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,178.26,caraubas_do_piaui
01/2021,NORDESTE,PI,PIAUI,CARIDADE DO PIAUÍ,220255,5085.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,206.48,caridade_do_piaui
01/2021,NORDESTE,PI,PIAUI,CASTELO DO PIAUÍ,220260,19715.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,142.02,castelo_do_piaui
01/2021,NORDESTE,PI,PIAUI,CAXINGÓ,220265,5451.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,192.62,caxingo
01/2021,NORDESTE,PI,PIAUI,COCAL,220270,27845.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49000.0,175.97,cocal
01/2021,NORDESTE,PI,PIAUI,COCAL DE TELHA,220271,4899.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,142.88,cocal_de_telha
01/2021,NORDESTE,PI,PIAUI,COCAL DOS ALVES,220272,6168.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,170.23,cocal_dos_alves
01/2021,NORDESTE,PI,PIAUI,COIVARAS,220273,4032.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,173.61,coivaras
01/2021,NORDESTE,PI,PIAUI,COLÔNIA DO GURGUÉIA,220275,6516.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,161.14,colonia_do_gurgueia
01/2021,NORDESTE,PI,PIAUI,COLÔNIA DO PIAUÍ,220277,7661.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,182.74,colonia_do_piaui
01/2021,NORDESTE,PI,PIAUI,CONCEIÇÃO DO CANINDÉ,220280,4807.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,145.62,conceicao_do_caninde
01/2021,NORDESTE,PI,PIAUI,CORONEL JOSÉ DIAS,220285,4685.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,149.41,coronel_jose_dias
01/2021,NORDESTE,PI,PIAUI,CORRENTE,220290,26709.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45500.0,170.35,corrente
01/2021,NORDESTE,PI,PIAUI,CRISTALÂNDIA DO PIAUÍ,220300,8323.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,168.2,cristalandia_do_piaui
01/2021,NORDESTE,PI,PIAUI,CRISTINO CASTRO,220310,10444.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,167.56,cristino_castro
01/2021,NORDESTE,PI,PIAUI,CURIMATÁ,220320,11426.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,153.15,curimata
01/2021,NORDESTE,PI,PIAUI,CURRAIS,220323,4968.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,140.9,currais
01/2021,NORDESTE,PI,PIAUI,CURRAL NOVO DO PIAUÍ,220327,5367.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,195.64,curral_novo_do_piaui
01/2021,NORDESTE,PI,PIAUI,CURRALINHOS,220325,4459.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,156.98,curralinhos
01/2021,NORDESTE,PI,PIAUI,DEMERVAL LOBÃO,220330,13840.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,177.02,demerval_lobao
01/2021,NORDESTE,PI,PIAUI,DIRCEU ARCOVERDE,220335,7029.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,149.38,dirceu_arcoverde
01/2021,NORDESTE,PI,PIAUI,DOM EXPEDITO LOPES,220340,6922.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,151.69,dom_expedito_lopes
01/2021,NORDESTE,PI,PIAUI,DOM INOCÊNCIO,220345,9565.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,182.95,dom_inocencio
01/2021,NORDESTE,PI,PIAUI,DOMINGOS MOURÃO,220342,4354.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,160.77,domingos_mourao
01/2021,NORDESTE,PI,PIAUI,ELESBÃO VELOSO,220350,14575.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,168.09,elesbao_veloso
01/2021,NORDESTE,PI,PIAUI,ELISEU MARTINS,220360,4930.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,141.98,eliseu_martins
01/2021,NORDESTE,PI,PIAUI,ESPERANTINA,220370,39848.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63000.0,158.1,esperantina
01/2021,NORDESTE,PI,PIAUI,FARTURA DO PIAUÍ,220375,5319.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,197.4,fartura_do_piaui
01/2021,NORDESTE,PI,PIAUI,FLORES DO PIAUÍ,220380,4462.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,156.88,flores_do_piaui
01/2021,NORDESTE,PI,PIAUI,FLORESTA DO PIAUÍ,220385,2560.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,136.71,floresta_do_piaui
01/2021,NORDESTE,PI,PIAUI,FLORIANO,220390,60025.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91000.0,151.6,floriano
01/2021,NORDESTE,PI,PIAUI,FRANCINÓPOLIS,220400,5347.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,196.37,francinopolis
01/2021,NORDESTE,PI,PIAUI,FRANCISCO AYRES,220410,4323.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,161.92,francisco_ayres
01/2021,NORDESTE,PI,PIAUI,FRANCISCO MACEDO,220415,3200.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,218.75,francisco_macedo
01/2021,NORDESTE,PI,PIAUI,FRANCISCO SANTOS,220420,9372.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,186.72,francisco_santos
01/2021,NORDESTE,PI,PIAUI,FRONTEIRAS,220430,11659.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,180.11,fronteiras
01/2021,NORDESTE,PI,PIAUI,GEMINIANO,220435,5460.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,192.3,geminiano
01/2021,NORDESTE,PI,PIAUI,GILBUÉS,220440,10694.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,163.64,gilbues
01/2021,NORDESTE,PI,PIAUI,GUADALUPE,220450,10497.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,166.71,guadalupe
01/2021,NORDESTE,PI,PIAUI,GUARIBAS,220455,4568.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,153.23,guaribas
01/2021,NORDESTE,PI,PIAUI,HUGO NAPOLEÃO,220460,3879.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,180.45,hugo_napoleao
01/2021,NORDESTE,PI,PIAUI,ILHA GRANDE,220465,9457.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,185.04,ilha_grande
01/2021,NORDESTE,PI,PIAUI,INHUMA,220470,15319.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,159.93,inhuma
01/2021,NORDESTE,PI,PIAUI,IPIRANGA DO PIAUÍ,220480,9838.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,177.88,ipiranga_do_piaui
01/2021,NORDESTE,PI,PIAUI,ISAÍAS COELHO,220490,8566.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,163.43,isaias_coelho
01/2021,NORDESTE,PI,PIAUI,ITAINÓPOLIS,220500,11551.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,181.8,itainopolis
01/2021,NORDESTE,PI,PIAUI,ITAUEIRA,220510,11028.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,158.68,itaueira
01/2021,NORDESTE,PI,PIAUI,JACOBINA DO PIAUÍ,220515,5729.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,183.27,jacobina_do_piaui
01/2021,NORDESTE,PI,PIAUI,JAICÓS,220520,19170.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,164.31,jaicos
01/2021,NORDESTE,PI,PIAUI,JARDIM DO MULATO,220525,4513.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,155.1,jardim_do_mulato
01/2021,NORDESTE,PI,PIAUI,JATOBÁ DO PIAUÍ,220527,4875.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,143.58,jatoba_do_piaui
01/2021,NORDESTE,PI,PIAUI,JERUMENHA,220530,4447.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,157.4,jerumenha
01/2021,NORDESTE,PI,PIAUI,JOÃO COSTA,220535,3005.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,116.47,joao_costa
01/2021,NORDESTE,PI,PIAUI,JOAQUIM PIRES,220540,14376.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,170.42,joaquim_pires
01/2021,NORDESTE,PI,PIAUI,JOCA MARQUES,220545,5466.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,192.09,joca_marques
01/2021,NORDESTE,PI,PIAUI,JOSÉ DE FREITAS,220550,39336.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66500.0,169.05,jose_de_freitas
01/2021,NORDESTE,PI,PIAUI,JUAZEIRO DO PIAUÍ,220551,5485.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,191.43,juazeiro_do_piaui
01/2021,NORDESTE,PI,PIAUI,JÚLIO BORGES,220552,5640.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,186.17,julio_borges
01/2021,NORDESTE,PI,PIAUI,JUREMA,220553,4777.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,146.53,jurema
01/2021,NORDESTE,PI,PIAUI,LAGOA ALEGRE,220555,8577.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,163.22,lagoa_alegre
01/2021,NORDESTE,PI,PIAUI,LAGOA DE SÃO FRANCISCO,220557,6777.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,154.93,lagoa_de_sao_francisco
01/2021,NORDESTE,PI,PIAUI,LAGOA DO BARRO DO PIAUÍ,220556,4656.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,150.34,lagoa_do_barro_do_piaui
01/2021,NORDESTE,PI,PIAUI,LAGOA DO PIAUÍ,220558,4075.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,171.77,lagoa_do_piaui
