competencia_cnes,regiao_aps,uf_sigla,estado_nome,municipio_nome_aps,ibge_municipio,aps_populacao,qt_esf,qt_eap_20hs,qt_eap_30hs,qt_ecr,qt_cadastro_ecr,qt_eapp_20hs,qt_cadastro_eapp_20hs,qt_eapp_30hs,qt_cadastro_eapp_30hs,qt_esfr,qt_cadastro_esfr,qt_cadastros_ecr_eapp,aps_capacidade_equipe,cobertura_aps_pct,municipio_key
01/2021,NORTE,AM,AMAZONAS,AUTAZES,130030,40290.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41378.0,102.7,autazes
01/2021,NORTE,AM,AMAZONAS,BARCELOS,130040,27638.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27248.0,98.58,barcelos
01/2021,NORTE,AM,AMAZONAS,BARREIRINHA,130050,32483.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32852.0,101.13,barreirinha
01/2021,NORTE,AM,AMAZONAS,BENJAMIN CONSTANT,130060,43935.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,95.59,benjamin_constant
01/2021,NORTE,AM,AMAZONAS,BERURI,130063,20093.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,69.67,beruri
01/2021,NORTE,AM,AMAZONAS,BOA VISTA DO RAMOS,130068,19626.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16410.0,83.61,boa_vista_do_ramos
01/2021,NORTE,AM,AMAZONAS,BOCA DO ACRE,130070,34635.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,90.94,boca_do_acre
01/2021,NORTE,AM,AMAZONAS,BORBA,130080,41748.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39492.0,94.59,borba
01/2021,NORTE,AM,AMAZONAS,CAAPIRANGA,130083,13283.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,158.09,caapiranga
01/2021,NORTE,AM,AMAZONAS,CANUTAMA,130090,15807.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,132.85,canutama
01/2021,NORTE,AM,AMAZONAS,CARAUARI,130100,28508.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21409.0,75.09,carauari
01/2021,NORTE,AM,AMAZONAS,CAREIRO,130110,38348.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34194.0,89.16,careiro
01/2021,NORTE,AM,AMAZONAS,CAREIRO DA VÁRZEA,130115,30846.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20675.0,67.02,careiro_da_varzea
01/2021,NORTE,AM,AMAZONAS,COARI,130120,85910.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112000.0,130.36,coari
01/2021,NORTE,AM,AMAZONAS,CODAJÁS,130130,29168.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27881.0,95.58,codajas
01/2021,NORTE,AM,AMAZONAS,EIRUNEPÉ,130140,35700.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29513.0,82.66,eirunepe
01/2021,NORTE,AM,AMAZONAS,ENVIRA,130150,20393.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,137.3,envira
01/2021,NORTE,AM,AMAZONAS,FONTE BOA,130160,17005.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22583.0,132.8,fonte_boa
01/2021,NORTE,AM,AMAZONAS,GUAJARÁ,130165,16937.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23124.0,136.52,guajara
01/2021,NORTE,AM,AMAZONAS,HUMAITÁ,130170,56144.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52074.0,92.75,humaita
01/2021,NORTE,AM,AMAZONAS,IPIXUNA,130180,30436.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24489.0,80.46,ipixuna
01/2021,NORTE,AM,AMAZONAS,IRANDUBA,130185,49011.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63979.0,130.54,iranduba
01/2021,NORTE,AM,AMAZONAS,ITACOATIARA,130190,102701.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108341.0,105.49,itacoatiara
01/2021,NORTE,AM,AMAZONAS,ITAMARATI,130195,7814.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,179.16,itamarati
01/2021,NORTE,AM,AMAZONAS,ITAPIRANGA,130200,9230.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,151.67,itapiranga
01/2021,NORTE,AM,AMAZONAS,JAPURÁ,130210,2251.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12850.0,570.85,japura
01/2021,NORTE,AM,AMAZONAS,JURUÁ,130220,15106.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17860.0,118.23,jurua
01/2021,NORTE,AM,AMAZONAS,JUTAÍ,130230,13886.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,252.05,jutai
01/2021,NORTE,AM,AMAZONAS,LÁBREA,130240,46882.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45500.0,97.05,labrea
01/2021,NORTE,AM,AMAZONAS,MANACAPURU,130250,98502.0,28.0,0.0,1.0,1.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,111125.0,112.81,manacapuru
01/2021,NORTE,AM,AMAZONAS,MANAQUIRI,130255,33049.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23625.0,71.48,manaquiri
01/2021,NORTE,AM,AMAZONAS,MANAUS,130260,2219580.0,303.0,101.0,17.0,2.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,1310554.0,59.04,manaus
01/2021,NORTE,AM,AMAZONAS,MANICORÉ,130270,56583.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56000.0,98.96,manicore
01/2021,NORTE,AM,AMAZONAS,MARAÃ,130280,18261.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25262.0,138.33,maraa
01/2021,NORTE,AM,AMAZONAS,MAUÉS,130290,65040.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56000.0,86.1,maues
01/2021,NORTE,AM,AMAZONAS,NHAMUNDÁ,130300,21443.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23222.0,108.29,nhamunda
01/2021,NORTE,AM,AMAZONAS,NOVA OLINDA DO NORTE,130310,38026.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32990.0,86.75,nova_olinda_do_norte
01/2021,NORTE,AM,AMAZONAS,NOVO AIRÃO,130320,19928.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,87.81,novo_airao
01/2021,NORTE,AM,AMAZONAS,NOVO ARIPUANÃ,130330,26046.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24877.0,95.51,novo_aripuana
01/2021,NORTE,AM,AMAZONAS,PARINTINS,130340,115363.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108500.0,94.05,parintins
01/2021,NORTE,AM,AMAZONAS,PAUINI,130350,19522.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,71.71,pauini
01/2021,NORTE,AM,AMAZONAS,PRESIDENTE FIGUEIREDO,130353,37193.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45500.0,122.33,presidente_figueiredo
01/2021,NORTE,AM,AMAZONAS,RIO PRETO DA EVA,130356,34106.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46481.0,136.28,rio_preto_da_eva
01/2021,NORTE,AM,AMAZONAS,SANTA ISABEL DO RIO NEGRO,130360,25865.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21749.0,84.08,santa_isabel_do_rio_negro
01/2021,NORTE,AM,AMAZONAS,SANTO ANTÔNIO DO IÇÁ,130370,21243.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30974.0,145.8,santo_antonio_do_ica
01/2021,NORTE,AM,AMAZONAS,SÃO GABRIEL DA CACHOEIRA,130380,46303.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,52.91,sao_gabriel_da_cachoeira
01/2021,NORTE,AM,AMAZONAS,SÃO PAULO DE OLIVENÇA,130390,40073.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49000.0,122.27,sao_paulo_de_olivenca
01/2021,NORTE,AM,AMAZONAS,SÃO SEBASTIÃO DO UATUMÃ,130395,14352.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15179.0,105.76,sao_sebastiao_do_uatuma
01/2021,NORTE,AM,AMAZONAS,SILVES,130400,9230.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11809.0,127.94,silves
01/2021,NORTE,AM,AMAZONAS,TABATINGA,130406,67182.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70000.0,104.19,tabatinga
01/2021,NORTE,AM,AMAZONAS,TAPAUÁ,130410,17015.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21754.0,127.85,tapaua
01/2021,NORTE,AM,AMAZONAS,TEFÉ,130420,59547.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67279.0,112.98,tefe
01/2021,NORTE,AM,AMAZONAS,TONANTINS,130423,18897.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,166.69,tonantins
01/2021,NORTE,AM,AMAZONAS,UARINI,130426,13690.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,127.83,uarini
01/2021,NORTE,AM,AMAZONAS,URUCARÁ,130430,16130.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,151.89,urucara
01/2021,NORTE,AM,AMAZONAS,URUCURITUBA,130440,23585.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32953.0,139.72,urucurituba
01/2021,NORTE,AP,AMAPA,AMAPÁ,160010,9187.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,114.29,amapa
01/2021,NORTE,AP,AMAPA,CALÇOENE,160020,11306.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,123.82,calcoene
01/2021,NORTE,AP,AMAPA,CUTIAS,160021,6101.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,114.73,cutias
01/2021,NORTE,AP,AMAPA,FERREIRA GOMES,160023,7967.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,175.72,ferreira_gomes
01/2021,NORTE,AP,AMAPA,ITAUBAL,160025,5617.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9625.0,171.35,itaubal
01/2021,NORTE,AP,AMAPA,LARANJAL DO JARI,160027,51362.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70000.0,136.28,laranjal_do_jari
01/2021,NORTE,AP,AMAPA,MACAPÁ,160030,512902.0,88.0,0.0,0.0,2.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,312157.0,60.86,macapa
01/2021,NORTE,AP,AMAPA,MAZAGÃO,160040,22053.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,111.09,mazagao
01/2021,NORTE,AP,AMAPA,OIAPOQUE,160050,27906.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,75.25,oiapoque
01/2021,NORTE,AP,AMAPA,PEDRA BRANCA DO AMAPARI,160015,17067.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,82.02,pedra_branca_do_amapari
01/2021,NORTE,AP,AMAPA,PORTO GRANDE,160053,22452.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,124.71,porto_grande
01/2021,NORTE,AP,AMAPA,PRACUÚBA,160055,5246.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,133.43,pracuuba
01/2021,NORTE,AP,AMAPA,SANTANA,160060,123096.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105000.0,85.29,santana
01/2021,NORTE,AP,AMAPA,SERRA DO NAVIO,160005,5488.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,127.55,serra_do_navio
01/2021,NORTE,AP,AMAPA,TARTARUGALZINHO,160070,17769.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11413.0,64.22,tartarugalzinho
01/2021,NORTE,AP,AMAPA,VITÓRIA DO JARI,160080,16254.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19848.0,122.11,vitoria_do_jari
01/2021,NORDESTE,BA,BAHIA,ABAÍRA,290010,8710.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,200.91,abaira
01/2021,NORDESTE,BA,BAHIA,ABARÉ,290020,20347.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,120.41,abare
01/2021,NORDESTE,BA,BAHIA,ACAJUTIBA,290030,15187.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,138.27,acajutiba
01/2021,NORDESTE,BA,BAHIA,ADUSTINA,290035,17126.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,102.18,adustina
01/2021,NORDESTE,BA,BAHIA,ÁGUA FRIA,290040,17033.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,143.83,agua_fria
01/2021,NORDESTE,BA,BAHIA,AIQUARA,290060,4416.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,158.51,aiquara
01/2021,NORDESTE,BA,BAHIA,ALAGOINHAS,290070,152327.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119000.0,78.12,alagoinhas
01/2021,NORDESTE,BA,BAHIA,ALCOBAÇA,290080,22490.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,140.06,alcobaca
01/2021,NORDESTE,BA,BAHIA,ALMADINA,290090,5366.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,195.67,almadina
01/2021,NORDESTE,BA,BAHIA,AMARGOSA,290100,37441.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,112.17,amargosa
01/2021,NORDESTE,BA,BAHIA,AMÉLIA RODRIGUES,290110,25048.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,125.75,amelia_rodrigues
01/2021,NORDESTE,BA,BAHIA,AMÉRICA DOURADA,290115,16090.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,152.26,america_dourada
01/2021,NORDESTE,BA,BAHIA,ANAGÉ,290120,21607.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,161.98,anage
01/2021,NORDESTE,BA,BAHIA,ANDARAÍ,290130,13132.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,133.26,andarai
01/2021,NORDESTE,BA,BAHIA,ANDORINHA,290135,14503.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,168.93,andorinha
01/2021,NORDESTE,BA,BAHIA,ANGICAL,290140,13938.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,125.55,angical
01/2021,NORDESTE,BA,BAHIA,ANGUERA,290150,11297.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,154.9,anguera
01/2021,NORDESTE,BA,BAHIA,ANTAS,290160,19479.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,107.8,antas
01/2021,NORDESTE,BA,BAHIA,ANTÔNIO CARDOSO,290170,11677.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,149.86,antonio_cardoso
01/2021,NORDESTE,BA,BAHIA,ANTÔNIO GONÇALVES,290180,11878.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,147.33,antonio_goncalves
01/2021,NORDESTE,BA,BAHIA,APORÁ,290190,17788.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,137.73,apora
01/2021,NORDESTE,BA,BAHIA,APUAREMA,290195,7302.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,143.79,apuarema
01/2021,NORDESTE,BA,BAHIA,ARAÇAS,290205,12208.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,114.67,aracas
01/2021,NORDESTE,BA,BAHIA,ARACATU,290200,13045.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,160.98,aracatu
01/2021,NORDESTE,BA,BAHIA,ARACI,290210,54648.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61250.0,112.08,araci
01/2021,NORDESTE,BA,BAHIA,ARAMARI,290220,11461.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,122.15,aramari
01/2021,NORDESTE,BA,BAHIA,ARATACA,290225,10961.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,159.65,arataca
01/2021,NORDESTE,BA,BAHIA,ARATUÍPE,290230,8837.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,158.42,aratuipe
01/2021,NORDESTE,BA,BAHIA,AURELINO LEAL,290240,11299.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,185.85,aurelino_leal
01/2021,NORDESTE,BA,BAHIA,BAIANÓPOLIS,290250,13929.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,150.76,baianopolis
01/2021,NORDESTE,BA,BAHIA,BAIXA GRANDE,290260,20449.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,102.69,baixa_grande
01/2021,NORDESTE,BA,BAHIA,BANZAÊ,290265,13240.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,185.04,banzae
01/2021,NORDESTE,BA,BAHIA,BARRA,290270,53910.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49000.0,90.89,barra
01/2021,NORDESTE,BA,BAHIA,BARRA DA ESTIVA,290280,20392.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,137.3,barra_da_estiva
01/2021,NORDESTE,BA,BAHIA,BARRA DO CHOÇA,290290,31209.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,134.57,barra_do_choca
01/2021,NORDESTE,BA,BAHIA,BARRA DO MENDES,290300,13833.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,151.81,barra_do_mendes
01/2021,NORDESTE,BA,BAHIA,BARRA DO ROCHA,290310,5612.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,187.09,barra_do_rocha
01/2021,NORDESTE,BA,BAHIA,BARREIRAS,290320,156975.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164500.0,104.79,barreiras
01/2021,NORDESTE,BA,BAHIA,BARRO ALTO,290323,15054.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,139.49,barro_alto
01/2021,NORDESTE,BA,BAHIA,BARRO PRETO,290330,5448.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,192.73,barro_preto
01/2021,NORDESTE,BA,BAHIA,BARROCAS,290327,16105.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,173.85,barrocas
01/2021,NORDESTE,BA,BAHIA,BELMONTE,290340,23437.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,119.46,belmonte
01/2021,NORDESTE,BA,BAHIA,BELO CAMPO,290350,17109.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,122.74,belo_campo
01/2021,NORDESTE,BA,BAHIA,BIRITINGA,290360,15984.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,175.17,biritinga
01/2021,NORDESTE,BA,BAHIA,BOA NOVA,290370,12329.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,170.33,boa_nova
01/2021,NORDESTE,BA,BAHIA,BOA VISTA DO TUPIM,290380,18531.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,151.09,boa_vista_do_tupim
01/2021,NORDESTE,BA,BAHIA,BOM JESUS DA LAPA,290390,69662.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105000.0,150.72,bom_jesus_da_lapa
01/2021,NORDESTE,BA,BAHIA,BOM JESUS DA SERRA,290395,9823.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,142.52,bom_jesus_da_serra
01/2021,NORDESTE,BA,BAHIA,BONINAL,290400,14446.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,96.91,boninal
01/2021,NORDESTE,BA,BAHIA,BONITO,290405,16884.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,124.37,bonito
01/2021,NORDESTE,BA,BAHIA,BOQUIRA,290410,21497.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,113.96,boquira
01/2021,NORDESTE,BA,BAHIA,BOTUPORÃ,290420,10129.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,207.32,botupora
01/2021,NORDESTE,BA,BAHIA,BREJÕES,290430,14222.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,147.65,brejoes
01/2021,NORDESTE,BA,BAHIA,BREJOLÂNDIA,290440,10618.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,164.81,brejolandia
01/2021,NORDESTE,BA,BAHIA,BROTAS DE MACAÚBAS,290450,10130.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,172.75,brotas_de_macaubas
01/2021,NORDESTE,BA,BAHIA,BRUMADO,290460,67335.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66500.0,98.75,brumado
01/2021,NORDESTE,BA,BAHIA,BUERAREMA,290470,18306.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,152.95,buerarema
01/2021,NORDESTE,BA,BAHIA,BURITIRAMA,290475,21276.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,98.7,buritirama
01/2021,NORDESTE,BA,BAHIA,CAATIBA,290480,6488.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,161.83,caatiba
01/2021,NORDESTE,BA,BAHIA,CABACEIRAS DO PARAGUAÇU,290485,18911.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,129.55,cabaceiras_do_paraguacu
01/2021,NORDESTE,BA,BAHIA,CACHOEIRA,290490,33567.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45500.0,135.54,cachoeira
01/2021,NORDESTE,BA,BAHIA,CACULÉ,290500,23291.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,120.21,cacule
01/2021,NORDESTE,BA,BAHIA,CAÉM,290510,9058.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,154.55,caem
