ibge_municipio,ibge_municipio_7,municipio_nome_ibge,uf_sigla,populacao_residente,telemedicine_precision_index,phase5_precision_rank,phase2_rank_balanced,phase2_need_pillar,phase2_feasibility_pillar,phase5_spatial_precision_mismatch_score,phase5_weighted_p90_ubs_km,phase5_population_share_pharmacy_le_2km,phase5_population_share_hard_ubs_easy_pharmacy,phase5_precision_status,phase5_evidence_grade
354870,3548708,São Bernardo do Campo,SP,810729.0,73.34048482787084,77.0,76.0,86.79496903935072,50.67378732658876,72.95273628429196,0.840059486621881,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
330490,3304904,São Gonçalo,RJ,896744.0,73.31328685223721,78.0,85.0,85.72700373421021,55.55597140072738,70.25341376235636,0.631038490425948,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
354990,3549904,São José dos Campos,SP,697054.0,73.25031502507952,79.0,92.0,92.74244786858856,59.39158993102526,60.96939377875543,0.3601656166312756,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
330510,3305109,São João de Meriti,RJ,440962.0,73.17621149101929,80.0,107.0,92.28778586854854,44.32381985674924,72.31388025924905,0.7738983205224722,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
430210,4302105,Bento Gonçalves,RS,123151.0,73.12847960305503,81.0,61.0,86.59660700680676,78.57566975112131,56.47642964316909,0.2980041229150278,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
410480,4104808,Cascavel,PR,348051.0,73.05535578029769,82.0,57.0,71.37729304014971,76.93688490480565,73.07693215131117,0.8585879149859066,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
430463,4304630,Capão da Canoa,RS,63594.0,73.05309755277847,83.0,74.0,74.57733042042888,79.48061293889056,67.79238468240113,0.5263404091463036,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
411520,4115200,Maringá,PR,409657.0,72.96337691000865,84.0,68.0,70.73005650684901,75.07831714864324,74.70884989104691,1.2673453963981494,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
431870,4318705,São Leopoldo,RS,217409.0,72.8702266037117,85.0,80.0,86.06094049241312,68.97992272173967,60.71070227583345,0.3554127665122195,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
522140,5221403,Trindade,GO,142431.0,72.78960307775952,86.0,111.0,79.93040127760744,60.515283756818285,71.72086868662682,1.4258928529552768,0.5350099346350162,0.0,intramunicipal_population_weighted_ready,A_intramunicipal_population_weighted
355220,3552205,Sorocaba,SP,723682.0,72.73453775080134,87.0,75.0,70.68013974788923,72.30414944309177,75.7202476563969,2.5174707214844694,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
317070,3170701,Varginha,MG,136467.0,72.58549535088343,88.0,91.0,77.61218122141472,68.48600931713723,68.84757320100093,0.5640122575478009,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
500370,5003702,Dourados,MS,243367.0,72.54377578495101,89.0,98.0,79.22208007150373,65.75240605442193,68.52042542327538,0.5510636172007646,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
500270,5002704,Campo Grande,MS,898100.0,72.45056245383084,90.0,103.0,80.54024001414662,53.11106741783964,75.50869700578782,1.9848937800168576,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
