ibge_municipio,ibge_municipio_7,municipio_nome_ibge,uf_sigla,phase2_eligibility,phase2_mc_score_median,phase2_mc_rank_median,phase2_mc_rank_p05,phase2_mc_rank_p95,phase2_mc_probability_top_decile
412035,4120358,Pranchita,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
220320,2203206,Curimatá,PI,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412020,4120200,Porto Rico,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412000,4120002,Porecatu,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
411995,4119954,Pontal do Paraná,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
411980,4119806,Planalto,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
411965,4119657,Pitangueiras,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
411960,4119608,Pitanga,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
411940,4119400,Piraí do Sul,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
411930,4119301,Pinhão,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
411920,4119202,Pinhalão,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
411910,4119103,Piên,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
411900,4119004,Pérola d'Oeste,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
411885,4118857,Perobal,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
411880,4118808,Peabiru,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
411870,4118709,Paulo Frontin,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412150,4121505,Rebouças,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412140,4121406,Realeza,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412135,4121356,Rancho Alegre D'Oeste,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412130,4121307,Rancho Alegre,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412125,4121257,RAMILANDIA,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412120,4121208,QUITANDINHA,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412110,4121109,Quinta do Sol,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412100,4121000,Querência do Norte,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412090,4120903,Quedas do Iguaçu,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412085,4120853,Quatro Pontes,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412080,4120804,Quatro Barras,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412070,4120705,Quatiguá,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412065,4120655,Quarto Centenário,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412060,4120606,Prudentópolis,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412050,4120507,Primeiro de Maio,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412040,4120408,Presidente Castelo Branco,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412290,4122909,Salto do Itararé,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412280,4122800,Salgado Filho,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412270,4122701,Sabáudia,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412265,4122651,Rosário do Ivaí,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412260,4122602,Rondon,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412250,4122503,Roncador,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412230,4122305,Rio Negro,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412220,4122206,Rio Branco do Sul,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412217,4122172,Rio Branco do Ivaí,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412215,4122156,Rio Bonito do Iguaçu,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412210,4122107,Rio Bom,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412200,4122008,Rio Azul,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412190,4121901,Ribeirão do Pinhal,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412175,4121752,RESERVA DO IGUACU,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412170,4121703,Reserva,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412160,4121604,Renascença,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412410,4124103,Santo Antônio da Platina,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412405,4124053,Santa Terezinha de Itaipu,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412402,4124020,Santa Tereza do Oeste,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412400,4124004,Santana do Itararé,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412395,4123956,Santa Mônica,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412390,4123907,SANTA MARIANA,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412385,4123857,Santa Maria do Oeste,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412382,4123824,Santa Lúcia,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412380,4123808,Santa Izabel do Oeste,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412370,4123709,Santa Isabel do Ivaí,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412350,4123501,Santa Helena,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412340,4123402,Santa Fé,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412330,4123303,Santa Cruz de Monte Castelo,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412320,4123204,Santa Cecília do Pavão,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412310,4123105,Santa Amélia,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412300,4123006,Salto do Lontra,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
130185,1301852,Iranduba,AM,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412555,4125555,São Manoel do Paraná,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412540,4125407,São José da Boa Vista,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412535,4125357,São Jorge do Patrocínio,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412530,4125308,São Jorge do Ivaí,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412520,4125209,São Jorge d'Oeste,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412510,4125100,São João do Triunfo,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412500,4125001,São João do Ivaí,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412490,4124905,São João do Caiuá,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412480,4124806,São João,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412470,4124707,São Jerônimo da Serra,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412460,4124608,São Carlos do Ivaí,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412450,4124509,Santo Inácio,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412440,4124400,Santo Antônio do Sudoeste,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412430,4124301,Santo Antônio do Paraíso,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412420,4124202,Santo Antônio do Caiuá,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412640,4126405,Sertaneja,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412635,4126355,Serranópolis do Iguaçu,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412630,4126306,Sengés,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412620,4126207,Sapopema,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412610,4126108,São Tomé,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412600,4126009,São Sebastião da Amoreira,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412580,4125803,São Pedro do Ivaí,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412575,4125753,São Pedro do Iguaçu,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412570,4125704,São Miguel do Iguaçu,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412560,4125605,São Mateus do Sul,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
130290,1302900,Maués,AM,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
130270,1302702,Manicoré,AM,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
220327,2203271,Curral Novo do Piauí,PI,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
130240,1302405,Lábrea,AM,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
130230,1302306,Jutaí,AM,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
130220,1302207,Juruá,AM,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412785,4127858,Três Barras do Paraná,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412780,4127809,Tomazina,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412770,4127700,Toledo,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412760,4127601,TIJUCAS DO SUL,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412750,4127502,Tibagi,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412740,4127403,Terra Roxa,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412730,4127304,Terra Rica,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412720,4127205,Terra Boa,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412700,4127007,Teixeira Soares,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412690,4126900,Tapira,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412680,4126801,Tapejara,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412670,4126702,Tamboara,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412667,4126678,Tamarana,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412665,4126652,Sulina,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412660,4126603,Siqueira Campos,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412650,4126504,Sertanópolis,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420005,4200051,Abdon Batista,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412880,4128807,Xambrê,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412870,4128708,Vitorino,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412865,4128658,Virmond,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412863,4128633,Doutor Ulysses,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412862,4128625,Alto Paraíso,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412860,4128609,Verê,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412855,4128559,Vera Cruz do Oeste,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412853,4128534,Ventania,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412850,4128500,Wenceslau Braz,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412840,4128401,Uraí,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412830,4128302,Uniflor,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412800,4128005,Ubiratã,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412796,4127965,Turvo,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412790,4127908,Tuneiras do Oeste,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
412788,4127882,Tunas do Paraná,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420130,4201307,Araquari,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420127,4201273,Arabutã,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420125,4201257,Apiúna,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420120,4201208,Antônio Carlos,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420110,4201109,Anitápolis,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420100,4201000,Anita Garibaldi,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420090,4200903,Angelina,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420080,4200804,Anchieta,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420075,4200754,Alto Bela Vista,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420060,4200606,Águas Mornas,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420055,4200556,Águas Frias,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420050,4200507,Águas de Chapecó,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420040,4200408,Água Doce,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420030,4200309,Agronômica,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420020,4200200,Agrolândia,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420010,4200101,Abelardo Luz,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420245,4202453,Bombinhas,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420243,4202438,Bocaina do Sul,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420240,4202404,Blumenau,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420230,4202305,Biguaçu,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420220,4202206,Benedito Novo,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420215,4202156,Belmonte,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420213,4202131,Bela Vista do Toldo,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420209,4202099,Barra Bonita,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420207,4202073,Balneário Gaivota,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420205,4202057,Balneário Barra do Sul,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420195,4201950,Balneário Arroio do Silva,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420190,4201901,Aurora,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420180,4201802,Atalanta,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420170,4201703,Ascurra,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420160,4201604,Arroio Trinta,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420150,4201505,Armazém,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420360,4203600,Campos Novos,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420350,4203501,Campo Erê,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420340,4203402,Campo Belo do Sul,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420330,4203303,Campo Alegre,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420325,4203253,Capão Alto,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420315,4203154,Calmon,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420310,4203105,Caibi,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420300,4203006,Caçador,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420290,4202909,Brusque,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420287,4202875,Brunópolis,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420285,4202859,Braço do Trombudo,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420280,4202800,Braço do Norte,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420270,4202701,Botuverá,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420260,4202602,Bom Retiro,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420257,4202578,Bom Jesus do Oeste,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420250,4202503,Bom Jardim da Serra,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420445,4204459,Coronel Martins,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420430,4204301,Concórdia,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420425,4204251,Cocal do Sul,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420417,4204178,Cerro Negro,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420415,4204152,Celso Ramos,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420410,4204103,Caxambu do Sul,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420400,4204004,Catanduvas,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420395,4203956,Capivari de Baixo,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
172090,1720903,Taguatinga,TO,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
172080,1720804,Sítio Novo do Tocantins,TO,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
172065,1720655,Silvanópolis,TO,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
172049,1720499,São Valério,TO,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
172015,1720150,São Félix do Tocantins,TO,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
171900,1719004,Santa Tereza do Tocantins,TO,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420380,4203808,Canoinhas,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420370,4203709,Canelinha,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420560,4205605,Galvão,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420550,4205506,Fraiburgo,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420545,4205456,Forquilhinha,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420543,4205431,Formosa do Sul,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420540,4205407,Florianópolis,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420530,4205308,Faxinal dos Guedes,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420520,4205209,Erval Velho,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420519,4205191,Ermo,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420517,4205175,Entre Rios,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420515,4205159,Doutor Pedrinho,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420500,4205001,Dionísio Cerqueira,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420490,4204905,Descanso,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420475,4204756,Cunhataí,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420470,4204707,Cunha Porã,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420455,4204558,Correia Pinto,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420450,4204509,Corupá,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420710,4207106,Ilhota,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420700,4207007,Içara,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420690,4206900,Ibirama,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420680,4206801,Ibicaré,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420675,4206751,Ibiam,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420670,4206702,Herval d'Oeste,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420660,4206603,Guarujá do Sul,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420650,4206504,Guaramirim,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420640,4206405,Guaraciaba,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420630,4206306,Guabiruba,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420620,4206207,Gravatal,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420610,4206108,Grão-Pará,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420600,4206009,Governador Celso Ramos,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420590,4205902,Gaspar,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420580,4205803,Garuva,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420570,4205704,Garopaba,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420840,4208401,Itapiranga,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420830,4208302,Itapema,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420810,4208104,Itaiópolis,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420800,4208005,Itá,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420790,4207908,Irineópolis,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420785,4207858,Irati,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420780,4207809,Irani,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420775,4207759,Iraceminha,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420770,4207700,Ipumirim,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420765,4207650,Iporã do Oeste,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420760,4207601,Ipira,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420757,4207577,Iomerê,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420750,4207502,Indaial,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
420740,4207403,Imbuia,SC,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
